date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Apr 3-5,,"$54,584,862",-4.3%,"$60,184,572",-3.3%,18,White Men Can't Jump,14
Mar 27-29,,"$57,009,104",+26%,"$62,222,456",+21.4%,21,White Men Can't Jump,13
Mar 20-22,,"$45,233,136",+18.8%,"$51,238,951",+12.9%,19,Basic Instinct,12
Mar 13-15,,"$38,084,439",-4.4%,"$45,395,134",-2.5%,20,Wayne's World,11
Mar 6-8,,"$39,853,359",+6.2%,"$46,581,146",-1.1%,18,Wayne's World,10
Feb 28-Mar 1,,"$37,515,424",-16%,"$47,075,532",-12.8%,23,Wayne's World,9
Feb 21-23,,"$44,658,467","+2,653.5%","$53,984,454","+3,228.5%",19,Wayne's World,8
Feb 14-16,,"$1,621,900",-96.2%,"$1,621,900",-96.6%,1,Hook,7
Feb 14-17,Presidents' Day wknd,"$63,355,957",-,"$72,906,550",-,16,Wayne's World,7
Feb 7-9,,"$43,177,623",-0.8%,"$47,506,537",-2.9%,14,Medicine Man,6
Jan 31-Feb 2,,"$43,524,788",+8.9%,"$48,921,874",+4%,15,The Hand That Rocks the Cradle,5
Jan 24-26,,"$39,966,168",+598.4%,"$47,060,556",+722.4%,15,The Hand That Rocks the Cradle,4
Jan 17-20,MLK wknd,"$67,367,862",-,"$81,674,103",-,19,The Hand That Rocks the Cradle,3
Jan 17-19,,"$5,722,135",-88.9%,"$5,722,135",-91%,1,Hook,3
Jan 10-12,,"$51,597,872",-26.4%,"$63,463,529",-15.9%,17,The Hand That Rocks the Cradle,2
Jan 3-5,,"$70,142,590",-17.8%,"$75,490,340",-17.2%,18,Hook,1
