date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Aug 1-3,,"$140,934,095",-17.4%,"$153,060,805",-15.4%,122,The Dark Knight,31
Jul 25-27,,"$170,701,895",-32%,"$180,876,759",-30.6%,120,The Dark Knight,30
Jul 18-20,,"$250,971,601",+79.4%,"$260,528,431",+72.1%,122,The Dark Knight,29
Jul 11-13,,"$139,919,684",-6.7%,"$151,360,113",-5.5%,127,Hellboy II: The Golden Army,28
Jul 4-6,,"$149,925,900",-15.3%,"$160,175,719",-13.6%,116,Hancock,27
Jun 27-29,,"$176,907,464",+30.2%,"$185,436,843",+29.5%,129,WALL·E,26
Jun 20-22,,"$135,822,136",-22.4%,"$143,215,343",-20.4%,123,Get Smart,25
Jun 13-15,,"$174,921,744",+3%,"$179,896,805",+2.5%,127,The Incredible Hulk,24
Jun 6-8,,"$169,909,290",+4.1%,"$175,464,379",+4.1%,123,Kung Fu Panda,23
May 30-Jun 1,,"$163,144,136",-2.1%,"$168,531,880",-2.2%,134,Sex and the City,22
May 23-25,,"$166,568,045",+33.5%,"$172,319,606",+30.1%,121,Indiana Jones and the Kingdom of the Crystal Skull,21
May 23-26,Memorial Day wknd,"$212,296,393",-,"$219,455,440",-,118,Indiana Jones and the Kingdom of the Crystal Skull,21
May 16-18,,"$124,788,668",+7.6%,"$132,484,294",+5.5%,135,The Chronicles of Narnia: Prince Caspian,20
May 9-11,,"$115,983,162",-21.9%,"$125,571,278",-21%,136,Iron Man,19
May 2-4,,"$148,431,129",+95.2%,"$159,000,645",+74.3%,135,Iron Man,18
Apr 25-27,,"$76,023,855",-4.6%,"$91,236,400",-2.8%,145,Baby Mama,17
Apr 18-20,,"$79,673,117",+2.4%,"$93,848,411",-1.4%,134,The Forbidden Kingdom,16
Apr 11-13,,"$77,792,738",+2.1%,"$95,162,842",-0.7%,125,Prom Night,15
Apr 4-6,,"$76,219,857",-10.9%,"$95,797,267",-10.4%,129,21,14
Mar 28-30,,"$85,512,670",-9.7%,"$106,960,934",-6.1%,123,21,13
Mar 21-24,Easter wknd,"$107,553,652",-,"$125,354,528",-,59,Horton Hears a Who!,12
Mar 21-23,,"$94,656,916",-7.1%,"$113,866,325",-5.7%,118,Horton Hears a Who!,12
Mar 14-16,,"$101,862,262",+17.2%,"$120,687,394",+12.4%,124,Horton Hears a Who!,11
Mar 7-9,,"$86,928,662",+17.7%,"$107,381,602",+9.9%,119,"10,000 BC",10
Feb 29-Mar 2,,"$73,841,003",-13.3%,"$97,723,152",-11.5%,118,Semi-Pro,9
Feb 22-24,,"$85,162,089",-23.6%,"$110,410,094",-20.6%,114,Vantage Point,8
Feb 15-17,,"$111,505,912",+33.6%,"$139,052,789",+23.9%,99,Jumper,7
Feb 15-18,Presidents' Day wknd,"$133,761,458",-,"$167,469,892",-,100,Jumper,7
Feb 8-10,,"$83,480,396",-12%,"$112,262,045",-12.8%,107,Fool's Gold,6
Feb 1-3,,"$94,843,468",-13.1%,"$128,681,821",-10.7%,107,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,5
Jan 25-27,,"$109,183,558",-13.8%,"$144,150,492",-6.8%,108,Meet the Spartans,4
Jan 18-21,MLK wknd,"$151,470,763",-,"$187,094,009",-,95,Cloverfield,3
Jan 18-20,,"$126,624,750",+28.2%,"$154,669,517",+18.6%,101,Cloverfield,3
Jan 11-13,,"$98,786,197",-12.2%,"$130,426,078",-6.7%,98,The Bucket List,2
Jan 4-6,,"$112,470,805",-28.8%,"$139,793,714",-24.8%,89,National Treasure: Book of Secrets,1
