date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Sep 8-10,,"$29,178,292",+208.1%,"$35,328,007",+273%,16,Uncle Buck,36
Sep 1-3,,"$9,470,807",-74.6%,"$9,470,807",-81%,3,Parenthood,35
Sep 1-4,Labor Day wknd,"$46,737,111",-,"$58,699,756",-,20,Uncle Buck,35
Aug 25-27,,"$37,305,118",-28.5%,"$49,909,646",-21.1%,26,Uncle Buck,34
Aug 18-20,,"$52,164,401",-12.3%,"$63,265,094",-5.4%,19,Uncle Buck,33
Aug 11-13,,"$59,460,843",+0.9%,"$66,908,611",<0.1%,16,Parenthood,32
Aug 4-6,,"$58,919,389",-4.1%,"$66,882,552",-4.9%,18,Parenthood,31
Jul 28-30,,"$61,417,096",<0.1%,"$70,305,996",+0.6%,19,Turner & Hooch,30
Jul 21-23,,"$61,437,963",-18.6%,"$69,863,384",-14.5%,14,Lethal Weapon 2,29
Jul 14-16,,"$75,470,560",-4.7%,"$81,738,471",-0.2%,14,Lethal Weapon 2,28
Jul 7-9,,"$79,223,253",-9.8%,"$81,889,594",-8.2%,13,Lethal Weapon 2,27
Jun 30-Jul 4,July 4th long wknd,"$56,670,030",-,"$56,670,030",-,3,Batman,26
Jun 30-Jul 2,,"$87,793,013",-5.9%,"$89,235,464",-5.7%,13,Batman,26
Jun 23-25,,"$93,294,088",+37.1%,"$94,580,456",+36.5%,13,Batman,25
Jun 16-18,,"$68,032,810",+19.3%,"$69,281,243",+17.3%,13,Ghostbusters II,24
Jun 9-11,,"$57,019,127",+21.1%,"$59,068,818",+19.1%,13,Star Trek V: The Final Frontier,23
Jun 2-4,,"$47,075,113",+60.4%,"$49,607,293",+69%,19,Indiana Jones and the Last Crusade,22
May 26-29,Memorial Day wknd,"$67,486,083",-,"$69,952,510",-,15,Indiana Jones and the Last Crusade,21
May 26-28,,"$29,355,021",+3.4%,"$29,355,021",-6.5%,1,Indiana Jones and the Last Crusade,21
May 19-21,,"$28,392,270",-3.4%,"$31,390,965",-0.2%,17,"See No Evil, Hear No Evil",20
May 12-14,,"$29,378,516",-5.9%,"$31,466,390",-5.8%,13,"See No Evil, Hear No Evil",19
May 5-7,,"$31,214,401",-6.7%,"$33,415,345",-13.4%,14,Pet Sematary,18
Apr 28-30,,"$33,471,156",-6.5%,"$38,563,740",-0.4%,21,Pet Sematary,17
Apr 21-23,,"$35,814,078",+14.4%,"$38,707,604",+7.3%,18,Pet Sematary,16
Apr 14-16,,"$31,304,650",-4.2%,"$36,064,184",-0.5%,19,Major League,15
Apr 7-9,,"$32,677,820",+26.4%,"$36,262,400",+15.5%,17,Major League,14
Mar 31-Apr 2,,"$25,848,340",-10.2%,"$31,401,655",-15.6%,17,Rain Man,13
Mar 24-27,Easter wknd,"$847,005",-,"$847,005",-,1,Twins,12
Mar 24-26,,"$28,791,155",-17.5%,"$37,193,467",-10.5%,19,Fletch Lives,12
Mar 17-19,,"$34,888,656",+12.7%,"$41,533,910",+8.3%,18,Fletch Lives,11
Mar 10-12,,"$30,953,692",-2.4%,"$38,348,484",-3.7%,19,Lean on Me,10
Mar 3-5,,"$31,717,654",+1.5%,"$39,804,263",+7.5%,19,Lean on Me,9
Feb 24-26,,"$31,263,007","+1,386.2%","$37,042,359","+1,661%",19,The 'Burbs,8
Feb 17-20,Presidents' Day wknd,"$48,902,089",-,"$61,798,263",-,18,The 'Burbs,7
Feb 17-19,,"$2,103,520",-94.2%,"$2,103,520",-95%,1,Twins,7
Feb 10-12,,"$36,087,027",+0.9%,"$41,829,452",+5.6%,14,The Fly II,6
Feb 3-5,,"$35,780,058",-6.8%,"$39,611,036",-3.6%,14,Three Fugitives,5
Jan 27-29,,"$38,401,690",+14.4%,"$41,090,195",+5.7%,15,Rain Man,4
Jan 20-22,,"$33,563,148",-30.2%,"$38,886,459",-32.7%,18,Rain Man,3
Jan 13-15,,"$48,087,246",+8.6%,"$57,738,088",+21%,20,Rain Man,2
Jan 13-16,MLK wknd,"$7,717,455",-,"$7,717,455",-,1,Twins,2
Jan 6-8,,"$44,278,805",+367.7%,"$47,703,469",+403.8%,17,Rain Man,1
