date,occasion,top10_gross,top10_wow_change,overall_gross,overall_wow_change,num_releases,top_release,week_no
Sep 14-16,,"$60,351,939",-2.3%,"$79,356,601",-0.8%,135,The Brave One,37
Sep 7-9,,"$61,765,508",-32.7%,"$80,016,875",-32.3%,129,3:10 to Yuma,36
Aug 31-Sep 3,Labor Day wknd,"$113,621,805",-,"$148,188,768",-,118,Halloween,35
Aug 31-Sep 2,,"$91,762,724",+8.3%,"$118,256,479",+7.7%,110,Halloween,35
Aug 24-26,,"$84,691,057",-22%,"$109,818,926",-15.8%,115,Superbad,34
Aug 17-19,,"$108,565,896",-19.5%,"$130,369,644",-16.1%,119,Superbad,33
Aug 10-12,,"$134,842,684",-14.4%,"$155,463,782",-12.4%,107,Rush Hour 3,32
Aug 3-5,,"$157,482,640",-6.9%,"$177,462,412",-3.9%,106,The Bourne Ultimatum,31
Jul 27-29,,"$169,137,597",+17.4%,"$184,568,929",+18.6%,113,The Simpsons Movie,30
Jul 20-22,,"$144,104,368",-14.6%,"$155,592,597",-14.1%,111,I Now Pronounce You Chuck & Larry,29
Jul 13-15,,"$168,833,476",+5.5%,"$181,217,612",+4.1%,121,Harry Potter and the Order of the Phoenix,28
Jul 6-8,,"$160,065,416",+13%,"$174,001,621",+11.9%,107,Transformers,27
Jun 29-Jul 1,,"$141,710,943",+16.2%,"$155,438,401",+18.1%,108,Ratatouille,26
Jun 22-24,,"$121,972,345",-11.5%,"$131,579,486",-9.5%,124,Evan Almighty,25
Jun 15-17,,"$137,781,216",+6.5%,"$145,423,976",+7.1%,126,Fantastic Four: Rise of the Silver Surfer,24
Jun 8-10,,"$129,422,051",+1.5%,"$135,804,030",+0.8%,128,Ocean's Thirteen,23
Jun 1-3,,"$127,496,396",-35.4%,"$134,750,222",-34.6%,117,Pirates of the Caribbean: At World's End,22
May 25-28,Memorial Day wknd,"$244,300,251",-,"$255,591,705",-,117,Pirates of the Caribbean: At World's End,21
May 25-27,,"$197,493,249",+15.2%,"$205,905,629",+13.1%,105,Pirates of the Caribbean: At World's End,21
May 18-20,,"$171,457,637",+83.7%,"$181,999,108",+71.2%,127,Shrek the Third,20
May 11-13,,"$93,311,787",-47.6%,"$106,297,940",-43.9%,129,Spider-Man 3,19
May 4-6,,"$178,072,412",+211.8%,"$189,411,053",+143%,129,Spider-Man 3,18
Apr 27-29,,"$57,110,548",-17.3%,"$77,936,969",-12.1%,128,Disturbia,17
Apr 20-22,,"$69,094,827",-24.7%,"$88,630,700",-25.4%,126,Disturbia,16
Apr 13-15,,"$91,708,525",-12.4%,"$118,823,289",-4.4%,119,Disturbia,15
Apr 6-9,Easter wknd,"$118,487,192",-,"$138,523,536",-,52,Blades of Glory,14
Apr 6-8,,"$104,656,515",-7.4%,"$124,296,706",-2.4%,123,Blades of Glory,14
Mar 30-Apr 1,,"$113,066,760",-2.8%,"$127,387,634",-6.2%,112,Blades of Glory,13
Mar 23-25,,"$116,375,315",+15.6%,"$135,737,194",+15.4%,126,TMNT,12
Mar 16-18,,"$100,707,696",-25.9%,"$117,624,773",-23%,119,300,11
Mar 9-11,,"$135,961,063",+31.2%,"$152,783,904",+22.5%,112,300,10
Mar 2-4,,"$103,593,442",+7%,"$124,707,324",+5.7%,112,Wild Hogs,9
Feb 23-25,,"$96,852,706",-29.8%,"$118,011,674",-25.4%,107,Ghost Rider,8
Feb 16-19,Presidents' Day wknd,"$163,208,842",-,"$188,624,817",-,102,Ghost Rider,7
Feb 16-18,,"$138,054,963",+58.3%,"$158,169,212",+40.6%,95,Ghost Rider,7
Feb 9-11,,"$87,192,120",+31.8%,"$112,489,027",+21.6%,113,Norbit,6
Feb 2-4,,"$66,162,832",-19.6%,"$92,529,640",-22.1%,119,The Messengers,5
Jan 26-28,,"$82,251,314",+22.7%,"$118,760,415",+18.7%,106,Epic Movie,4
Jan 19-21,,"$67,053,906",-25.9%,"$100,056,605",-21.8%,105,Stomp the Yard,3
Jan 12-14,,"$90,498,028",-5.2%,"$127,921,516",-3.6%,96,Stomp the Yard,2
Jan 12-15,MLK wknd,"$110,241,732",-,"$156,137,695",-,102,Stomp the Yard,2
Jan 5-7,,"$95,437,440",-28.9%,"$132,739,670",-18.2%,102,Night at the Museum,1
